Subject,Text
MVC Dashboard - How to activate(enable) the Save button when the dashboard state is changed,"Hi<br><br>Is there a client side method to activate/deactivate the ""Save "" button on web dashboard designer ? My idea is to activate the save button when the DashboardStateChanged event is fired, so I can save the state of the master filters. <br><br>The save button is only enabled when I add/remove a dashboard control/datasource/title/... but when I alter the dashboard state it keeps deactivated.<br><br>I couldn't find the avaliable client side control functions/methods on the api documentation. Is there a document for the client side functions/methods?<br><br>Thanks. "
MVC Dashboard - How to change an item's title dynamically,"Hi Team,<br><br>We are using MVC Dashboard with four charts in dashboard. Based on our requirement we wanted to change CAPTION name of chart's based on user selection when drilling down the charts. Kindly suggest.<br><br>Thanks<br>Murugananth S "
MVC Dashboard - How to get all Filters on the Client Side,"How do I get all filters applied to dashboard&nbsp; in ColumnName-Value pair?<br><br>Refer attached Image, (I want both the filters highlighted in client side. )<br><br>I have tried clientDashboardDesigner1.GetCurrentFilterValues(itemName)&nbsp; method but it returns filters of given item only. I want all filters applied.  Please guide"
MVC Dashboard - How to handle the moment when a user explicitly creates a new Dashboard,"I have a javascript function that does other ajax calls and updates other parts of the UI. I was hoping to&nbsp;call this function in an 'DashboardCreated' event of some sort, but I see that there is no such event. Any work-around ideas?<br><br>Related:&nbsp;<a href=""https://www.devexpress.com/Support/Center/Question/Details/T627452/client-side-html5-dashboard-dashboardcreated-event"">T627452</a>"
MVC Dashboard - How to handle the moment when a user explicitly creates a new Dashboard,"I have a javascript function that does other ajax calls and updates other parts of the UI. I was hoping was the call this function in an 'DashboardCreated' event of some sort, but I see that there is no such event. Any work-around ideas?<br><br>Related:&nbsp;<a href=""https://www.devexpress.com/Support/Center/Question/Details/T627452/client-side-html5-dashboard-dashboardcreated-event"">T627452</a> "
MVC GridView that is compatible with Angular ,"Hi,<br><br>Are any of the DevExpress grids compatible with Angular or do DevExpress off a lightweight grid free of charge? "
MVC Report - Web Report Chart Designer - Show all labels on a chart,"Hi,<br><br>We're using the Chart Designer on the Web Report designer to design a chart for one of our reports, and we're having trouble showing every label on the subsequent chart.<br><p>Currently it’s only showing every 3<sup>rd</sup> value. See attached image.<br><br>We've seen on similar support tickets that it could be linked to the&nbsp;QualitativeScaleOptions.AutoGrid setting.<br><br>How do we make the chart show all the labels?<br><br>Thanks,<br><br>John </p>"
MVVM - A changed detail entity is not saved to a data base,"I know I'm missing something simple but after a couple of days I have finally threw in the flag. I'm trying to edit an entity when the user does something else. Everytime I do the save though it reverts back. I'm not sure what you need to see to get the full picture but here is part of the big picture. Please let me know if you need anything else from me.<br><br><code lang=""vb"">If dragNode.Level &gt; 1 Then
	Dim fluentAPI = mvvmContext.OfType(Of CarrierViewModel)()
	Dim doc As Docs = fluentAPI.ViewModel.CarrierDocsDetails.Entities.FirstOrDefault(Function(d) d.FileName = dragNode.GetDisplayText(""Folder""))
	doc.DestNode = destNode.GetDisplayText(""Folder"")
	doc.DestKey = _uow.ECabSettings.GetKey(destNode.GetDisplayText(""Folder""))
	fluentAPI.ViewModel.CarrierDocsDetails.Save(doc)
	fluentAPI.ViewModel.CarrierDocsDetails.Refresh()
End If
</code><br><br> "
NavBar - NullReferenceException occurs in some skins,"<p>Many skins are crashing on load without giving any error message. However, on pressing the debug, you will get the following exception.<br />
<br />
Cannot evaluate expression because the current thread is in a stack overflow state.<br />
<br />
 Note: The attached error will be generated only on the skins which are crashing (Liquid Sky)</p>"
NavBar - System.StackOverflowException occurs in some skins,"<p>Many skins are crashing on load without giving any error message. However, on pressing the debug, you will get the following exception.<br />
<br />
Cannot evaluate expression because the current thread is in a stack overflow state.<br />
<br />
 Note: The attached error will be generated only on the skins which are crashing (Liquid Sky)</p>"
NavBarControl  - Provide the capability to automatically select the first or last clicked item in NavBar when a user changes groups,"<p>Guys,<br />
<br />
The control designer forms new look is great, but I really cannot congratulate you on choosing an Outlook-styled navigation pane to browse through features. This control is perfect in Outlook because it brings up a contextual helper panel for the selected group. In your designers though, it&#39;s merely a treeview substitute, where only one node can be opened at a time.<br />
<br />
This is especially unefficient considering most of your designers groups only contains one or two elements. Not only this results in a lot of wasted space, it also makes moving back and forth between designer pages often requiring a second click that shouldn&#39;t be necessary.<br />
<br />
If you really insist on keeping that awkward navigation paradygm, would you please at least make it so that when clicking a group, it&#39;s first element gets automatically selected? That would already be a lot better.<br />
<br />
Thanks.</p>"
NavBarControl with SideBarView hangs and its selected group is continuously expanding on a certain machine    ,"Hi,<br><br>I am not even sure this problem is DevExpress related. I have reinstalled Silverlight as well as DevExpress and the problem still persists.<br><br>When I try to navigate to an alternate tab on the NavBarControl, it essentially continuously  expands and contracts the tab I click on. This seems to freeze up the control and it doesn't allow for any other interaction once this behaviour starts.<br><br>Any advice on how to track why this is happening would be great?<br><br>I have attached a small video file to display the above mentioned behavior."
NavBarControl with SlideBarView hangs and its selected group is continuously expanding on a certain machine    ,"Hi,<br><br>I am not even sure this problem is DevExpress related. I have reinstalled Silverlight as well as DevExpress and the problem still persists.<br><br>When I try to navigate to an alternate tab on the NavBarControl, it essentially continuously  expands and contracts the tab I click on. This seems to freeze up the control and it doesn't allow for any other interaction once this behaviour starts.<br><br>Any advice on how to track why this is happening would be great?<br><br>I have attached a small video file to display the above mentioned behavior."
NavBarGroup content is not properly measured when NavBarControl is located within LayoutControl,"We have developed a customizable&nbsp;layout control that allows the user to drag and drop different widgets onto a LayoutControl and move them around using the built in customization window provided by the LayoutControl. This control has the ability to save and serialize the layout of all the widgets so when the user loads the control all of the layout is preserved and displayed properly. The issue that we discovered is one of the widgets contains a NavBar control that when center aligned horizontally squishes the content within the NavBarGroup.&nbsp;<br><br>I have attached a sample solution in order to illustrate the issue.&nbsp;The sample is a very simple illustration of this control. <strong>Note this did work in our previous version of the DevExpress toolkit (13.1.8).</strong><br><br>The steps to see the issue are as follows. <br>1. Select the two widgets on the right.<br>2. Click the button to group them from the customization window.<br>3. Select the widget with the NavBar control.<br>4. Click the button to Center align the widget horizontially. <br>5. Issue is visible - notice that the content does not take the entire space.<br><br>This is a critical issue for our customers and a solution needs to be supplied as soon as possible.&nbsp;<br><br>Thanks,<br> Nick"
NavBarItem - It is impossible to set foreground through VisualStyle,"<p>Setting the NavBarItem.VisualStyle in code is not working with 13.2 it was working with 11.2. Here is my code that was working and now it is not after updating.  Certain loaded dynamic NavBarItems should appear in red.</p><p>NavBarItem item = new NavBarItem();<br />
Style itemStyle = new Style();</p><p>itemStyle.Setters.Add(new Setter(Control.ForegroundProperty, Brushes.Red));</p><p>item.VisualStyle = itemStyle;</p><p>navBarControl1.Groups[i].Items.Add(item);</p>"
NavBarItem changes its size a on double-click in Metropolis themes,"Hi,<br /><br />I would like to know, how can I change the style of ""expanded"" TreeView leaf item when Metropolis theme is applied. I have attached the example, where default theme on double click on TreeView leaf opens new MDI Panel and that's it. The MetropolisLight window opens the MDI Panel as well, but when double clicked, the TreeView leaf is ""expanding"" or ""collapsing"" when double clicked.<br /><br />I would like to keep the behavior of command being double clicked and the Panel is opened, but I would like to get rid of unlikely ""expanding"" and ""collapsing"" of leaf TreeViewItem.<br /><br />Thanks<br />Lubomir"
NavBarItem changes its size on a double-click in Metropolis themes,"Hi,<br /><br />I would like to know, how can I change the style of ""expanded"" TreeView leaf item when Metropolis theme is applied. I have attached the example, where default theme on double click on TreeView leaf opens new MDI Panel and that's it. The MetropolisLight window opens the MDI Panel as well, but when double clicked, the TreeView leaf is ""expanding"" or ""collapsing"" when double clicked.<br /><br />I would like to keep the behavior of command being double clicked and the Panel is opened, but I would like to get rid of unlikely ""expanding"" and ""collapsing"" of leaf TreeViewItem.<br /><br />Thanks<br />Lubomir"
